,city,city_ascii,lat,lng,country,iso2,iso3,admin_name,capital,population,id
26353,Borna,Borna,51.1167,12.5,Germany,DE,DEU,Sachsen,,19425.0,1276020510
26356,Wittlich,Wittlich,49.9869,6.8897,Germany,DE,DEU,Rheinland-Pfalz,minor,19345.0,1276069973
26358,Oschersleben,Oschersleben,52.0167,11.25,Germany,DE,DEU,Sachsen-Anhalt,,19630.0,1276686337
26391,Bad Tölz,Bad Tolz,47.7603,11.5567,Germany,DE,DEU,Bayern,minor,19061.0,1276892151
26401,Gilching,Gilching,48.1103,11.3011,Germany,DE,DEU,Bayern,,19065.0,1276366284
26403,Mayen,Mayen,50.3333,7.2167,Germany,DE,DEU,Rheinland-Pfalz,,19335.0,1276174509
26420,Weil der Stadt,Weil der Stadt,48.7508,8.8706,Germany,DE,DEU,Baden-Württemberg,,19205.0,1276534554
26440,Alzey,Alzey,49.7458,8.1153,Germany,DE,DEU,Rheinland-Pfalz,minor,19082.0,1276680173
26456,Bückeburg,Buckeburg,52.2608,9.0492,Germany,DE,DEU,Niedersachsen,,19336.0,1276508515
26459,Hechingen,Hechingen,48.3517,8.9633,Germany,DE,DEU,Baden-Württemberg,,19324.0,1276884131
26469,Kolbermoor,Kolbermoor,47.85,12.0667,Germany,DE,DEU,Bayern,,18662.0,1276583234
26474,Engelskirchen,Engelskirchen,50.9833,7.4167,Germany,DE,DEU,Nordrhein-Westfalen,,19293.0,1276315673
26478,Bad Pyrmont,Bad Pyrmont,51.9867,9.2636,Germany,DE,DEU,Niedersachsen,,19285.0,1276800450
26479,Bad Aibling,Bad Aibling,47.8667,12.0167,Germany,DE,DEU,Bayern,,19164.0,1276844408
26481,Hemmingen,Hemmingen,52.3236,9.7256,Germany,DE,DEU,Niedersachsen,,18998.0,1276579217
26490,Rhede,Rhede,51.8333,6.7006,Germany,DE,DEU,Nordrhein-Westfalen,,19336.0,1276000350
26509,Haiger,Haiger,50.7422,8.2039,Germany,DE,DEU,Hessen,,19378.0,1276810840
26531,Seesen,Seesen,51.8931,10.1783,Germany,DE,DEU,Niedersachsen,,19340.0,1276914120
26534,Radeberg,Radeberg,51.1167,13.9167,Germany,DE,DEU,Sachsen,,18891.0,1276815602
26535,Müllheim,Mullheim,47.8,7.6333,Germany,DE,DEU,Baden-Württemberg,,19188.0,1276925185
26542,Bad Berleburg,Bad Berleburg,51.0497,8.4,Germany,DE,DEU,Nordrhein-Westfalen,,19446.0,1276128056
26587,Vellmar,Vellmar,51.35,9.4667,Germany,DE,DEU,Hessen,,18166.0,1276293369
26593,Schwalmtal,Schwalmtal,51.2225,6.2625,Germany,DE,DEU,Nordrhein-Westfalen,,19062.0,1276833199
26641,Wassenberg,Wassenberg,51.1,6.15,Germany,DE,DEU,Nordrhein-Westfalen,,18952.0,1276956199
26648,Halstenbek,Halstenbek,53.6334,9.8372,Germany,DE,DEU,Schleswig-Holstein,,17961.0,1276502053
26663,Pfullingen,Pfullingen,48.4656,9.2261,Germany,DE,DEU,Baden-Württemberg,,18749.0,1276393885
26666,Haldensleben,Haldensleben,52.2833,11.4167,Germany,DE,DEU,Sachsen-Anhalt,minor,19247.0,1276371853
26671,Burscheid,Burscheid,51.1,7.1167,Germany,DE,DEU,Nordrhein-Westfalen,,18681.0,1276397307
26675,Bergneustadt,Bergneustadt,51.0333,7.65,Germany,DE,DEU,Nordrhein-Westfalen,,18865.0,1276283829
26716,Schkeuditz,Schkeuditz,51.4,12.2167,Germany,DE,DEU,Sachsen,,19075.0,1276228794
26717,Kronberg,Kronberg,50.1833,8.5,Germany,DE,DEU,Hessen,,18322.0,1276558702
26729,Lebach,Lebach,49.41,6.91,Germany,DE,DEU,Saarland,,19006.0,1276242576
26741,Püttlingen,Puttlingen,49.2833,6.8833,Germany,DE,DEU,Saarland,,18510.0,1276328612
26748,Sömmerda,Sommerda,51.1617,11.1169,Germany,DE,DEU,Thüringen,minor,19034.0,1276806984
26761,Hochheim am Main,Hochheim am Main,50.0167,8.35,Germany,DE,DEU,Hessen,,18310.0,1276794905
26789,Oberasbach,Oberasbach,49.4219,10.9583,Germany,DE,DEU,Bayern,,17749.0,1276883001
26834,Bad Driburg,Bad Driburg,51.7333,9.0167,Germany,DE,DEU,Nordrhein-Westfalen,,19002.0,1276571920
26943,Schneverdingen,Schneverdingen,53.1167,9.8,Germany,DE,DEU,Niedersachsen,,18964.0,1276752778
26958,Renningen,Renningen,48.7661,8.9347,Germany,DE,DEU,Baden-Württemberg,,18435.0,1276122703
26966,Eitorf,Eitorf,50.7697,7.4517,Germany,DE,DEU,Nordrhein-Westfalen,,18751.0,1276150855
27005,Prenzlau,Prenzlau,53.3167,13.8667,Germany,DE,DEU,Brandenburg,minor,18849.0,1276456147
27016,Marktoberdorf,Marktoberdorf,47.7667,10.6167,Germany,DE,DEU,Bayern,minor,18769.0,1276720955
27049,Nauen,Nauen,52.6,12.8831,Germany,DE,DEU,Brandenburg,,18854.0,1276864648
27076,Bad Reichenhall,Bad Reichenhall,47.7247,12.8769,Germany,DE,DEU,Bayern,minor,18456.0,1276059039
27078,Hoppegarten,Hoppegarten,52.5167,13.6667,Germany,DE,DEU,Brandenburg,,18322.0,1276233204
27089,Alfeld,Alfeld,51.9886,9.8269,Germany,DE,DEU,Niedersachsen,,18626.0,1276733070
27123,Alzenau in Unterfranken,Alzenau in Unterfranken,50.0667,9.0667,Germany,DE,DEU,Bayern,,18542.0,1276942017
27126,Taufkirchen,Taufkirchen,48.05,11.6167,Germany,DE,DEU,Bayern,,18035.0,1276946888
27128,Crimmitschau,Crimmitschau,50.8181,12.3875,Germany,DE,DEU,Sachsen,,18545.0,1276188517
27178,Bremervörde,Bremervorde,53.4833,9.1333,Germany,DE,DEU,Niedersachsen,,18666.0,1276000575
27182,Weißenburg,Weissenburg,49.0306,10.9719,Germany,DE,DEU,Bayern,minor,18593.0,1276099657
27205,Konz,Konz,49.7,6.5833,Germany,DE,DEU,Rheinland-Pfalz,,18348.0,1276863750
27206,Bad Dürkheim,Bad Durkheim,49.4594,8.1681,Germany,DE,DEU,Rheinland-Pfalz,minor,18576.0,1276602357
27223,Schönefeld,Schonefeld,52.3886,13.5048,Germany,DE,DEU,Brandenburg,,18499.0,1276663675
27270,Vlotho,Vlotho,52.1667,8.8497,Germany,DE,DEU,Nordrhein-Westfalen,,18429.0,1276438597
27286,Freilassing,Freilassing,47.8333,12.9667,Germany,DE,DEU,Bayern,,17472.0,1276282147
27293,Bönen,Bonen,51.5986,7.7592,Germany,DE,DEU,Nordrhein-Westfalen,,18169.0,1276501741
27340,Lahnstein,Lahnstein,50.3011,7.6056,Germany,DE,DEU,Rheinland-Pfalz,,18111.0,1276335770
27351,Brand,Brand,50.7489,6.165,Germany,DE,DEU,Nordrhein-Westfalen,,17284.0,1276474228
27402,Heusweiler,Heusweiler,49.3375,6.9301,Germany,DE,DEU,Saarland,,18094.0,1276589030
27403,Langen,Langen,53.6116,8.6032,Germany,DE,DEU,Niedersachsen,,18395.0,1276787724
27422,Rhaude,Rhaude,53.1667,7.55,Germany,DE,DEU,Niedersachsen,,18341.0,1276244739
27471,Bad Segeberg,Bad Segeberg,53.9167,10.3167,Germany,DE,DEU,Schleswig-Holstein,minor,17529.0,1276181220
27502,Heidenau,Heidenau,50.9833,13.8667,Germany,DE,DEU,Sachsen,,16898.0,1276588672
27511,Wörth am Rhein,Worth am Rhein,49.0517,8.2603,Germany,DE,DEU,Rheinland-Pfalz,,18274.0,1276803392
27514,Schwalmstadt,Schwalmstadt,50.9333,9.2167,Germany,DE,DEU,Hessen,,18195.0,1276496894
27518,Schwarzenbek,Schwarzenbek,53.5042,10.4792,Germany,DE,DEU,Schleswig-Holstein,,16940.0,1276765796
27529,Vechelde,Vechelde,52.2608,10.3719,Germany,DE,DEU,Niedersachsen,,18158.0,1276280794
27541,Hessisch Oldendorf,Hessisch Oldendorf,52.1667,9.25,Germany,DE,DEU,Niedersachsen,,18228.0,1276530384
27560,Großenhain,Grossenhain,51.2833,13.55,Germany,DE,DEU,Sachsen,,18218.0,1276062611
27583,Illertissen,Illertissen,48.2167,10.0833,Germany,DE,DEU,Bayern,,17843.0,1276593057
27593,Garching bei München,Garching bei Munchen,48.25,11.65,Germany,DE,DEU,Bayern,,17711.0,1276544473
27642,Werdohl,Werdohl,51.2667,7.7667,Germany,DE,DEU,Nordrhein-Westfalen,,17737.0,1276252108
27643,Auerbach,Auerbach,50.5094,12.4,Germany,DE,DEU,Sachsen,,17947.0,1276679224
27662,Bad Säckingen,Bad Sackingen,47.55,7.95,Germany,DE,DEU,Baden-Württemberg,,17552.0,1276877057
27725,Ismaning,Ismaning,48.2264,11.6725,Germany,DE,DEU,Bayern,,17750.0,1276633464
27734,Parchim,Parchim,53.4167,11.8333,Germany,DE,DEU,Mecklenburg-Vorpommern,minor,18037.0,1276781173
27769,Bexbach,Bexbach,49.3494,7.2594,Germany,DE,DEU,Saarland,,17577.0,1276508289
27797,Kelsterbach,Kelsterbach,50.0617,8.5311,Germany,DE,DEU,Hessen,,17013.0,1276996005
27805,Bobingen,Bobingen,48.2667,10.8167,Germany,DE,DEU,Bayern,,17757.0,1276277241
27847,Freudenberg,Freudenberg,50.8997,7.8667,Germany,DE,DEU,Nordrhein-Westfalen,,17739.0,1276203816
27869,Sinzig,Sinzig,50.5453,7.2519,Germany,DE,DEU,Rheinland-Pfalz,,17614.0,1276200986
27898,Ginsheim-Gustavsburg,Ginsheim-Gustavsburg,49.9833,8.3333,Germany,DE,DEU,Hessen,,16807.0,1276577011
27919,Remagen,Remagen,50.5786,7.2306,Germany,DE,DEU,Rheinland-Pfalz,,17456.0,1276287418
27941,Kreuzau,Kreuzau,50.747,6.4907,Germany,DE,DEU,Nordrhein-Westfalen,,17532.0,1276795378
27942,Frankenberg,Frankenberg,51.0589,8.7967,Germany,DE,DEU,Hessen,,17808.0,1276051534
27961,Weilerswist,Weilerswist,50.7525,6.8378,Germany,DE,DEU,Nordrhein-Westfalen,,17619.0,1276196385
27963,Buchen in Odenwald,Buchen in Odenwald,49.5217,9.3233,Germany,DE,DEU,Baden-Württemberg,,17796.0,1276974738
28011,Holzwickede,Holzwickede,51.5,7.6167,Germany,DE,DEU,Nordrhein-Westfalen,,17118.0,1276204941
28037,Schwalbach,Schwalbach,49.2833,6.8167,Germany,DE,DEU,Saarland,,17218.0,1276949643
28042,Wadgassen,Wadgassen,49.2667,6.7833,Germany,DE,DEU,Saarland,,17190.0,1276539797
28072,Oerlinghausen,Oerlinghausen,51.9667,8.6667,Germany,DE,DEU,Nordrhein-Westfalen,,17286.0,1276933659
28077,Trossingen,Trossingen,48.0756,8.6361,Germany,DE,DEU,Baden-Württemberg,,17095.0,1276343997
28130,Schrobenhausen,Schrobenhausen,48.5333,11.2667,Germany,DE,DEU,Bayern,,17505.0,1276307699
28210,Bendorf,Bendorf,50.4297,7.5703,Germany,DE,DEU,Rheinland-Pfalz,,16962.0,1276205648
28256,Bad Münder am Deister,Bad Munder am Deister,52.1992,9.4653,Germany,DE,DEU,Niedersachsen,,17465.0,1276351668
28285,Wendlingen am Neckar,Wendlingen am Neckar,48.6747,9.3817,Germany,DE,DEU,Baden-Württemberg,,16268.0,1276408904
28296,Bad Langensalza,Bad Langensalza,51.1081,10.6467,Germany,DE,DEU,Thüringen,,17441.0,1276854476
28315,Thale,Thale,51.75,11.05,Germany,DE,DEU,Sachsen-Anhalt,,17442.0,1276578169
28316,Raunheim,Raunheim,50.0167,8.45,Germany,DE,DEU,Hessen,,16284.0,1276238709
28317,Marktredwitz,Marktredwitz,50.0,12.0667,Germany,DE,DEU,Bayern,,17217.0,1276442185
28344,Wittenberge,Wittenberge,53.0,11.75,Germany,DE,DEU,Brandenburg,,17206.0,1276040852
28351,Damme,Damme,52.5208,8.1986,Germany,DE,DEU,Niedersachsen,,17366.0,1276165336
28404,Sulzbach,Sulzbach,49.2833,7.0667,Germany,DE,DEU,Saarland,,16468.0,1276579983
28417,Sigmaringen,Sigmaringen,48.0867,9.2164,Germany,DE,DEU,Baden-Württemberg,minor,17278.0,1276579491
28423,Nidda,Nidda,50.4128,9.0092,Germany,DE,DEU,Hessen,,17314.0,1276604046
28457,Gescher,Gescher,51.9569,7.0056,Germany,DE,DEU,Nordrhein-Westfalen,,17205.0,1276129657
28464,Bad Münstereifel,Bad Munstereifel,50.5531,6.7661,Germany,DE,DEU,Nordrhein-Westfalen,,17299.0,1276172917
28471,Nümbrecht,Numbrecht,50.9053,7.5422,Germany,DE,DEU,Nordrhein-Westfalen,,17165.0,1276389854
28493,Künzell,Kunzell,50.55,9.7167,Germany,DE,DEU,Hessen,,16829.0,1276700947
28497,Eutin,Eutin,54.1378,10.6181,Germany,DE,DEU,Schleswig-Holstein,minor,16971.0,1276288365
28499,Stockelsdorf,Stockelsdorf,53.8833,10.65,Germany,DE,DEU,Schleswig-Holstein,,17079.0,1276893181
28502,Heilbad Heiligenstadt,Heilbad Heiligenstadt,51.3789,10.1386,Germany,DE,DEU,Thüringen,minor,17105.0,1276037701
28503,Kamenz,Kamenz,51.2667,14.1,Germany,DE,DEU,Sachsen,,17056.0,1276558710
28507,Bad Wildungen,Bad Wildungen,51.1167,9.1167,Germany,DE,DEU,Hessen,,17231.0,1276828659
28513,Horn-Bad Meinberg,Horn-Bad Meinberg,51.8833,8.9667,Germany,DE,DEU,Nordrhein-Westfalen,,17178.0,1276648708
28521,Stockach,Stockach,47.8514,9.0114,Germany,DE,DEU,Baden-Württemberg,,17118.0,1276190104
28527,Freiberg am Neckar,Freiberg am Neckar,48.9333,9.2,Germany,DE,DEU,Baden-Württemberg,,16153.0,1276056473
28529,Diepholz,Diepholz,52.6072,8.3711,Germany,DE,DEU,Niedersachsen,minor,17192.0,1276476080
28548,Finnentrop,Finnentrop,51.1731,7.9725,Germany,DE,DEU,Nordrhein-Westfalen,,17173.0,1276799672
28573,Königstein im Taunus,Konigstein im Taunus,50.1833,8.4667,Germany,DE,DEU,Hessen,,16648.0,1276481618
28585,Altena,Altena,51.3,7.6667,Germany,DE,DEU,Nordrhein-Westfalen,,16922.0,1276575290
28593,Poing,Poing,48.1667,11.8167,Germany,DE,DEU,Bayern,,16042.0,1276650408
28622,Eggenstein-Leopoldshafen,Eggenstein-Leopoldshafen,49.0778,8.3925,Germany,DE,DEU,Baden-Württemberg,,16625.0,1276489568
28647,Cham,Cham,49.2167,12.65,Germany,DE,DEU,Bayern,minor,17029.0,1276459468
28658,Penzberg,Penzberg,47.75,11.3833,Germany,DE,DEU,Bayern,,16586.0,1276589283
28676,Marienberg,Marienberg,50.6333,13.15,Germany,DE,DEU,Sachsen,,17097.0,1276662047
28708,Babenhausen,Babenhausen,49.9667,8.95,Germany,DE,DEU,Hessen,,16920.0,1276006345
28765,Kronach,Kronach,50.2411,11.3281,Germany,DE,DEU,Bayern,minor,16874.0,1276212761
28774,Bargteheide,Bargteheide,53.7167,10.2667,Germany,DE,DEU,Schleswig-Holstein,,16109.0,1276611028
28778,Preetz,Preetz,54.2367,10.2822,Germany,DE,DEU,Schleswig-Holstein,,16005.0,1276274661
28781,Eppelborn,Eppelborn,49.4022,6.9706,Germany,DE,DEU,Saarland,,16767.0,1276013431
28846,Schwarzenberg,Schwarzenberg,50.5453,12.7792,Germany,DE,DEU,Sachsen,,16723.0,1276831560
28848,Holzkirchen,Holzkirchen,47.8833,11.7,Germany,DE,DEU,Bayern,,16722.0,1276287582
28854,Gunzenhausen,Gunzenhausen,49.1147,10.7542,Germany,DE,DEU,Bayern,,16860.0,1276273217
28864,Bruckmühl,Bruckmuhl,47.8833,11.9167,Germany,DE,DEU,Bayern,,16724.0,1276950984
28892,Seeheim-Jugenheim,Seeheim-Jugenheim,49.7667,8.65,Germany,DE,DEU,Hessen,,16451.0,1276449114
28906,Guben,Guben,51.9533,14.7167,Germany,DE,DEU,Brandenburg,,16656.0,1276800396
28939,Kelheim,Kelheim,48.9167,11.8667,Germany,DE,DEU,Bayern,minor,16779.0,1276123640
28965,Reinheim,Reinheim,49.8269,8.8308,Germany,DE,DEU,Hessen,,16385.0,1276510132
29008,Bad Wörishofen,Bad Worishofen,48.0058,10.5969,Germany,DE,DEU,Bayern,,16648.0,1276068961
29044,Bürstadt,Burstadt,49.6333,8.45,Germany,DE,DEU,Hessen,,16430.0,1276454378
29060,Hünfeld,Hunfeld,50.6667,9.7667,Germany,DE,DEU,Hessen,,16748.0,1276813919
29067,Marbach am Neckar,Marbach am Neckar,48.9333,9.25,Germany,DE,DEU,Baden-Württemberg,,16008.0,1276176133
29094,Leopoldshöhe,Leopoldshohe,52.0167,8.7,Germany,DE,DEU,Nordrhein-Westfalen,,16413.0,1276147484
29138,Wurzen,Wurzen,51.3667,12.7167,Germany,DE,DEU,Sachsen,,16575.0,1276002805
29169,Großostheim,Grossostheim,49.9167,9.0833,Germany,DE,DEU,Bayern,,16419.0,1276880614
29178,Aue,Aue,50.5853,12.7008,Germany,DE,DEU,Sachsen,,16012.0,1276459690
29207,Bad Lippspringe,Bad Lippspringe,51.7833,8.8167,Germany,DE,DEU,Nordrhein-Westfalen,,16424.0,1276944431
29257,Illingen,Illingen,49.3764,7.0525,Germany,DE,DEU,Saarland,,16262.0,1276359675
29290,Zeulenroda,Zeulenroda,50.6486,11.9806,Germany,DE,DEU,Thüringen,,16487.0,1276933669
29368,Kirchlengern,Kirchlengern,52.2,8.6331,Germany,DE,DEU,Nordrhein-Westfalen,,16111.0,1276250400
29384,Brackenheim,Brackenheim,49.0833,9.0667,Germany,DE,DEU,Baden-Württemberg,,16219.0,1276363194
29395,Loxstedt,Loxstedt,53.4699,8.6479,Germany,DE,DEU,Niedersachsen,,16441.0,1276084019
29419,Hövelhof,Hovelhof,51.8167,8.65,Germany,DE,DEU,Nordrhein-Westfalen,,16294.0,1276911477
29423,Petersberg,Petersberg,50.5667,9.7167,Germany,DE,DEU,Hessen,,16069.0,1276763295
29446,Regenstauf,Regenstauf,49.1236,12.1283,Germany,DE,DEU,Bayern,,16343.0,1276162289
29458,Kirchhain,Kirchhain,50.8167,8.9167,Germany,DE,DEU,Hessen,,16298.0,1276056692
29479,Pocking,Pocking,48.4,13.3167,Germany,DE,DEU,Bayern,,16223.0,1276193940
29493,Straelen,Straelen,51.45,6.2667,Germany,DE,DEU,Nordrhein-Westfalen,,16232.0,1276805801
29506,Sandhausen,Sandhausen,49.3439,8.6581,Germany,DE,DEU,Baden-Württemberg,,15378.0,1276169005
29527,Erlensee,Erlensee,50.1333,8.9333,Germany,DE,DEU,Hessen,,15579.0,1276495268
29533,Schmelz,Schmelz,49.4167,6.8333,Germany,DE,DEU,Saarland,,16136.0,1276565540
29542,Markranstädt,Markranstadt,51.3017,12.2211,Germany,DE,DEU,Sachsen,,16121.0,1276832529
29543,Wittstock,Wittstock,53.1636,12.4856,Germany,DE,DEU,Brandenburg,,16363.0,1276000618
29560,Bassum,Bassum,52.8494,8.7267,Germany,DE,DEU,Niedersachsen,,16289.0,1276562113
29568,Hude,Hude,53.1111,8.4625,Germany,DE,DEU,Niedersachsen,,16248.0,1276379256
29572,Eilenburg,Eilenburg,51.4608,12.6358,Germany,DE,DEU,Sachsen,,16031.0,1276166351
29582,Brakel,Brakel,51.7167,9.1833,Germany,DE,DEU,Nordrhein-Westfalen,,16270.0,1276092395
29589,Kierspe,Kierspe,51.1333,7.5667,Germany,DE,DEU,Nordrhein-Westfalen,,16137.0,1276256169
29600,Dieburg,Dieburg,49.9,8.85,Germany,DE,DEU,Hessen,,15679.0,1276337501
29602,Wardenburg,Wardenburg,53.0617,8.1967,Germany,DE,DEU,Niedersachsen,,16213.0,1276888712
29612,Oyten,Oyten,53.0611,9.0178,Germany,DE,DEU,Niedersachsen,,16085.0,1276791592
29614,Michelstadt,Michelstadt,49.6786,9.0039,Germany,DE,DEU,Hessen,,16151.0,1276024719
29619,Halver,Halver,51.1833,7.4667,Germany,DE,DEU,Nordrhein-Westfalen,,16120.0,1276039349
29625,Schiffweiler,Schiffweiler,49.3667,7.1167,Germany,DE,DEU,Saarland,,15595.0,1276169477
29632,Wiefelstede,Wiefelstede,53.2581,8.1172,Germany,DE,DEU,Niedersachsen,,16167.0,1276114167
29640,Walldorf,Walldorf,49.3,8.65,Germany,DE,DEU,Baden-Württemberg,,15534.0,1276002664
29643,Stahnsdorf,Stahnsdorf,52.3922,13.2167,Germany,DE,DEU,Brandenburg,,15983.0,1276819646
29688,Erwitte,Erwitte,51.6167,8.35,Germany,DE,DEU,Nordrhein-Westfalen,,16045.0,1276225862
29726,Großenkneten,Grossenkneten,52.95,8.2667,Germany,DE,DEU,Niedersachsen,,16144.0,1276069119
29737,Clausthal-Zellerfeld,Clausthal-Zellerfeld,51.805,10.3356,Germany,DE,DEU,Niedersachsen,,15888.0,1276565687
29744,Wendelstein,Wendelstein,49.3536,11.1483,Germany,DE,DEU,Bayern,,15909.0,1276957789
29769,Taucha,Taucha,51.38,12.4936,Germany,DE,DEU,Sachsen,,15733.0,1276068319
29800,Finsterwalde,Finsterwalde,51.6282,13.7102,Germany,DE,DEU,Brandenburg,,15968.0,1276493643
29803,Brüggen,Bruggen,51.2417,6.1822,Germany,DE,DEU,Nordrhein-Westfalen,,15907.0,1276029002
29809,Füssen,Fussen,47.5667,10.7,Germany,DE,DEU,Bayern,,15800.0,1276059513
29835,Bad Essen,Bad Essen,52.3214,8.34,Germany,DE,DEU,Niedersachsen,,15982.0,1276585776
29853,Ebersbach an der Fils,Ebersbach an der Fils,48.7147,9.5236,Germany,DE,DEU,Baden-Württemberg,,15535.0,1276554005
29857,Weener,Weener,53.1692,7.3564,Germany,DE,DEU,Niedersachsen,,15927.0,1276425095
29874,Alsfeld,Alsfeld,50.7511,9.2711,Germany,DE,DEU,Hessen,,15989.0,1276584676
29880,Bad Bentheim,Bad Bentheim,52.3031,7.1597,Germany,DE,DEU,Niedersachsen,,15948.0,1276319622
29908,Lübbenau/Spreewald,Lubbenau/Spreewald,51.8667,13.9667,Germany,DE,DEU,Brandenburg,,15969.0,1276392829
29923,Schlüchtern,Schluchtern,50.35,9.5167,Germany,DE,DEU,Hessen,,15927.0,1276713332
29935,Neustadt in Holstein,Neustadt in Holstein,54.1072,10.8158,Germany,DE,DEU,Schleswig-Holstein,,15288.0,1276780766
29975,Bitburg,Bitburg,49.9667,6.5333,Germany,DE,DEU,Rheinland-Pfalz,minor,15700.0,1276110282
30118,Königslutter am Elm,Konigslutter am Elm,52.25,10.8167,Germany,DE,DEU,Niedersachsen,,15786.0,1276192101
30134,Breisach am Rhein,Breisach am Rhein,48.0333,7.5833,Germany,DE,DEU,Baden-Württemberg,,15606.0,1276880866
30165,Wadern,Wadern,49.5167,6.8667,Germany,DE,DEU,Saarland,,15727.0,1276516463
30203,Künzelsau,Kunzelsau,49.2833,9.6833,Germany,DE,DEU,Baden-Württemberg,minor,15637.0,1276563190
30222,Bad Neustadt,Bad Neustadt,50.3219,10.2161,Germany,DE,DEU,Bayern,minor,15411.0,1276106311
30259,Plochingen,Plochingen,48.7117,9.4164,Germany,DE,DEU,Baden-Württemberg,,14433.0,1276921571
30272,Bad Bramstedt,Bad Bramstedt,53.9186,9.8844,Germany,DE,DEU,Schleswig-Holstein,,15149.0,1276793883
30274,Niederkrüchten,Niederkruchten,51.1989,6.2194,Germany,DE,DEU,Nordrhein-Westfalen,,15550.0,1276522692
30288,Weißwasser/Oberlausitz,Weisswasser/Oberlausitz,51.5,14.6333,Germany,DE,DEU,Sachsen,,15521.0,1276986089
30299,Simmerath,Simmerath,50.6,6.2997,Germany,DE,DEU,Nordrhein-Westfalen,,15614.0,1276931162
30301,Grenzach-Wyhlen,Grenzach-Wyhlen,47.5517,7.6592,Germany,DE,DEU,Baden-Württemberg,,14897.0,1276030397
30302,Drensteinfurt,Drensteinfurt,51.7944,7.7392,Germany,DE,DEU,Nordrhein-Westfalen,,15607.0,1276206694
30306,Ascheberg,Ascheberg,51.7889,7.62,Germany,DE,DEU,Nordrhein-Westfalen,,15602.0,1276423917
30343,Langenau,Langenau,48.4967,10.12,Germany,DE,DEU,Baden-Württemberg,,15501.0,1276345648
30378,Brühl,Bruhl,49.4,8.5353,Germany,DE,DEU,Baden-Württemberg,,14288.0,1276886758
30385,Templin,Templin,53.1167,13.5,Germany,DE,DEU,Brandenburg,,15636.0,1276089341
30430,Mindelheim,Mindelheim,48.0333,10.4667,Germany,DE,DEU,Bayern,minor,15364.0,1276322308
30444,Rahden,Rahden,52.4167,8.6167,Germany,DE,DEU,Nordrhein-Westfalen,,15505.0,1276217000
30454,Boppard,Boppard,50.2314,7.5908,Germany,DE,DEU,Rheinland-Pfalz,,15403.0,1276667317
30479,Hille,Hille,52.3331,8.75,Germany,DE,DEU,Nordrhein-Westfalen,,15445.0,1276307584
30494,Ribnitz-Damgarten,Ribnitz-Damgarten,54.25,12.4667,Germany,DE,DEU,Mecklenburg-Vorpommern,,15451.0,1276064199
30514,Garrel,Garrel,52.9581,8.0253,Germany,DE,DEU,Niedersachsen,,15428.0,1276561308
30528,Schriesheim,Schriesheim,49.4736,8.6592,Germany,DE,DEU,Baden-Württemberg,,15081.0,1276514747
30544,Mering,Mering,48.2625,10.9844,Germany,DE,DEU,Bayern,,14986.0,1276382837
30560,Rellingen,Rellingen,53.65,9.8167,Germany,DE,DEU,Schleswig-Holstein,,14437.0,1276483816
30568,Gehrden,Gehrden,52.3117,9.6003,Germany,DE,DEU,Niedersachsen,,15177.0,1276000662
30574,Feucht,Feucht,49.3758,11.2131,Germany,DE,DEU,Bayern,,14088.0,1276937991
30602,Neustadt bei Coburg,Neustadt bei Coburg,50.3289,11.1211,Germany,DE,DEU,Bayern,,15257.0,1276116282
30614,Ober-Ramstadt,Ober-Ramstadt,49.8333,8.75,Germany,DE,DEU,Hessen,,15130.0,1276189736
30616,Mainburg,Mainburg,48.65,11.7833,Germany,DE,DEU,Bayern,,15241.0,1276991073
30617,Hofgeismar,Hofgeismar,51.4833,9.4,Germany,DE,DEU,Hessen,,15309.0,1276882512
30619,Ratekau,Ratekau,53.95,10.7333,Germany,DE,DEU,Schleswig-Holstein,,15231.0,1276252655
30629,Riegelsberg,Riegelsberg,49.2942,6.9375,Germany,DE,DEU,Saarland,,14501.0,1276278201
30650,Büttelborn,Buttelborn,49.9022,8.5137,Germany,DE,DEU,Hessen,,14955.0,1276655872
30668,Odenthal,Odenthal,51.0333,7.1167,Germany,DE,DEU,Nordrhein-Westfalen,,15063.0,1276022742
30696,Neutraubling,Neutraubling,48.9936,12.1953,Germany,DE,DEU,Bayern,,13981.0,1276485988
30712,Edingen-Neckarhausen,Edingen-Neckarhausen,49.4469,8.6094,Germany,DE,DEU,Baden-Württemberg,,14238.0,1276673287
30717,Markgröningen,Markgroningen,48.9047,9.0808,Germany,DE,DEU,Baden-Württemberg,,14865.0,1276236194
30730,Groß-Zimmern,Gross-Zimmern,49.8726,8.8343,Germany,DE,DEU,Hessen,,14691.0,1276589803
30748,Hohenstein-Ernstthal,Hohenstein-Ernstthal,50.8,12.7167,Germany,DE,DEU,Sachsen,,14607.0,1276671628
30751,Münster,Munster,49.9167,8.8667,Germany,DE,DEU,Hessen,,14672.0,1276203607
30758,Gräfelfing,Grafelfing,48.1189,11.4289,Germany,DE,DEU,Bayern,,13939.0,1276126852
30761,Brake,Brake,53.3333,8.4833,Germany,DE,DEU,Niedersachsen,minor,14965.0,1276055035
30764,Hückeswagen,Huckeswagen,51.145,7.3417,Germany,DE,DEU,Nordrhein-Westfalen,,15060.0,1276742746
30816,Wentorf bei Hamburg,Wentorf bei Hamburg,53.4931,10.2533,Germany,DE,DEU,Schleswig-Holstein,,13366.0,1276516107
